NIM,Nama,Tahun,Arsitektur dan Organisasi Komputer,Aljabar Linier dan Matriks,Pancasila,Etika Profesi,Pemrograman Dasar,Bahasa Indonesia,Basis Data,Jaringan Komputer,Agama Islam,Matematika Diskrit,Kecerdasan Buatan,Sains Komputasi,Struktur Data,Statistika,Pemrograman Berbasis Platform,Sistem Operasi,Kewarganegaraan,Pemrograman Berorientasi Obyek,Interaksi Manusia dan Komputer,Matematika,Total_SKS,IPK,Minat_Jurusan
250039,Hendra Ginting,2025,3.0,2.3,2.3,4.0,3.0,2.7,2.0,4.0,2.7,3.7,4.0,3.7,3.0,1.0,2.7,3.7,2.7,2.3,3.3,2.7,60,2.94,Cyber Security
250040,Andi Saputra,2025,4.0,1.0,2.3,3.7,2.7,1.0,3.3,3.7,1.0,3.3,3.0,3.3,2.3,3.3,2.0,4.0,1.0,2.0,2.3,3.0,60,2.61,AI Engineering
250041,Bambang Siregar,2025,3.7,3.0,4.0,1.0,3.7,2.0,3.7,1.0,3.7,4.0,3.3,3.3,2.3,4.0,4.0,3.0,2.7,2.3,3.0,4.0,60,3.08,AI Engineering
250042,Gita Lestari,2025,4.0,3.7,2.0,2.7,3.3,3.0,3.7,3.0,2.3,2.3,2.7,2.7,3.3,2.7,3.7,3.3,3.7,3.7,2.3,2.3,60,3.02,RPL
250043,Siti Saputra,2025,2.3,2.7,2.3,3.7,3.3,1.0,2.7,4.0,3.0,2.3,3.7,3.7,3.0,3.0,2.0,4.0,3.7,2.7,4.0,4.0,60,3.06,AI Engineering
250044,Agus Fitriani,2025,2.7,2.0,3.3,2.7,4.0,2.0,3.7,2.0,3.7,2.3,4.0,1.0,3.0,2.0,1.0,3.7,3.3,3.0,3.0,1.0,60,2.67,RPL
250045,Bagas Setiawan,2025,4.0,1.0,3.0,4.0,3.3,1.0,2.0,4.0,2.7,3.0,4.0,4.0,2.3,3.7,2.0,4.0,1.0,4.0,3.0,3.7,60,2.99,AI Engineering
250046,Rina Chaniago,2025,2.3,4.0,3.3,3.7,3.0,4.0,3.0,3.7,2.0,4.0,2.7,2.3,2.3,3.3,3.7,3.0,3.7,4.0,2.3,4.0,60,3.21,Cyber Security
250047,Euis Pohan,2025,3.0,3.0,1.0,3.3,2.3,3.7,2.0,3.3,2.3,1.0,3.7,2.3,4.0,2.0,3.0,3.0,2.0,3.7,2.0,4.0,60,2.73,Cyber Security
250048,Gani Mulyono,2025,3.0,3.7,2.0,4.0,3.0,4.0,2.3,4.0,1.0,2.7,2.0,2.3,2.3,1.0,3.3,3.0,2.7,2.7,2.7,4.0,60,2.79,Cyber Security
250049,Farhan Nasution,2025,1.0,2.7,4.0,3.0,3.3,2.7,3.0,3.3,3.7,3.0,2.3,3.3,3.7,4.0,2.7,2.7,2.7,3.7,4.0,3.0,60,3.09,RPL
250050,Agus Mulyono,2025,1.0,2.0,2.3,1.0,3.3,1.0,3.7,3.3,3.3,1.0,3.7,2.7,3.0,3.3,3.3,2.7,4.0,3.3,2.0,4.0,60,2.69,RPL
250051,Taufik Susanto,2025,2.0,3.3,4.0,2.7,4.0,3.7,3.7,4.0,3.3,3.0,1.0,2.0,4.0,3.3,3.0,2.3,1.0,3.3,3.7,3.0,60,3.01,RPL
250052,Gita Aminah,2025,2.7,4.0,3.7,3.3,1.0,3.3,3.7,4.0,2.7,3.3,3.7,3.0,2.7,2.3,3.3,4.0,4.0,1.0,2.3,3.7,60,3.08,Cyber Security
250053,Rina Santoso,2025,4.0,2.0,2.0,2.7,1.0,3.0,3.3,2.7,3.0,3.7,3.7,3.3,1.0,4.0,3.7,2.7,2.0,3.0,4.0,4.0,60,2.94,AI Engineering
250054,Nina Hardi,2025,2.3,3.3,2.3,3.7,1.0,3.7,2.3,2.7,2.7,2.3,4.0,3.7,4.0,4.0,2.0,2.0,2.0,3.3,2.0,3.3,60,2.83,AI Engineering
250055,Laila Zulkarnain,2025,4.0,4.0,3.0,3.3,2.3,1.0,3.0,3.7,3.0,2.3,2.0,4.0,3.7,3.0,2.3,3.3,4.0,1.0,2.0,2.7,60,2.88,Cyber Security
250056,Vina Kusuma,2025,3.3,2.7,2.3,4.0,3.3,3.7,2.3,3.0,3.3,2.7,2.0,3.3,2.0,2.0,2.0,4.0,3.0,2.0,3.3,2.0,60,2.81,Cyber Security
250057,Vina Setiawan,2025,3.3,1.0,2.7,3.3,3.0,2.7,3.7,3.0,2.7,2.7,4.0,2.0,4.0,3.0,3.7,3.7,2.7,3.0,2.7,1.0,60,2.9,RPL
250058,Indah Kurniawan,2025,3.0,3.7,1.0,3.0,3.7,3.0,1.0,3.3,3.0,4.0,1.0,2.3,4.0,3.7,3.3,3.0,2.0,4.0,3.3,3.3,60,2.93,Cyber Security
250059,Dadan Zulkarnain,2025,3.0,3.3,3.3,2.3,3.0,2.3,2.7,2.0,4.0,3.0,3.3,3.3,1.0,3.0,2.3,3.3,2.0,2.3,1.0,3.7,60,2.7,AI Engineering
250060,Lani Barus,2025,4.0,1.0,4.0,3.0,4.0,2.0,3.7,4.0,2.0,3.7,3.0,3.0,3.0,2.0,3.0,2.7,3.3,3.0,2.3,1.0,60,2.88,RPL
250061,Rizky Rahayu,2025,2.7,1.0,3.0,2.3,4.0,2.7,3.7,2.3,2.3,1.0,1.0,3.0,3.0,2.7,3.3,2.0,4.0,3.0,3.0,2.0,60,2.6,RPL
250062,Budi Ginting,2025,3.3,2.7,3.3,3.7,2.0,3.7,3.7,1.0,4.0,1.0,3.3,3.7,2.0,3.0,3.0,2.0,4.0,3.7,3.7,3.0,60,2.99,AI Engineering
250063,Iwan Hasibuan,2025,4.0,3.3,1.0,1.0,1.0,2.3,3.0,2.7,3.7,3.7,3.7,3.3,3.7,4.0,3.7,3.7,3.7,3.0,1.0,3.0,60,2.93,AI Engineering
250064,Hendra Pasaribu,2025,2.7,3.0,1.0,2.0,4.0,2.3,3.3,2.7,2.0,3.3,1.0,3.7,3.3,3.3,3.0,2.3,4.0,3.0,1.0,3.0,60,2.69,RPL
250065,Joko Puspita,2025,2.3,3.0,2.0,1.0,2.7,2.0,4.0,2.3,1.0,3.7,3.3,3.7,2.7,3.0,3.3,2.0,3.7,1.0,1.0,3.7,60,2.57,AI Engineering
250066,Indah Mulyono,2025,3.0,3.7,3.7,2.3,2.7,2.7,2.7,4.0,2.0,2.0,3.3,3.7,2.3,3.3,3.0,1.0,1.0,2.0,2.0,3.3,60,2.68,AI Engineering
250067,Farhan Hidayat,2025,3.3,4.0,2.0,3.3,1.0,2.0,1.0,3.0,2.3,2.0,3.0,3.3,2.7,1.0,2.7,4.0,1.0,4.0,2.0,4.0,60,2.58,Cyber Security
250068,Putu Lubis,2025,4.0,3.0,2.7,3.3,3.0,4.0,3.3,3.3,2.0,4.0,2.3,2.7,3.7,3.3,2.7,2.7,4.0,3.3,1.0,2.0,60,3.02,RPL
250069,Made Susanto,2025,3.7,3.7,2.7,2.7,3.3,4.0,3.7,1.0,2.3,2.7,3.0,4.0,3.7,3.3,1.0,3.0,4.0,1.0,3.7,3.0,60,2.98,AI Engineering
250070,Aris Sari,2025,1.0,3.7,3.0,1.0,4.0,2.3,4.0,2.3,2.7,2.3,2.3,1.0,3.7,1.0,1.0,4.0,4.0,3.0,2.0,2.0,60,2.52,RPL
250071,Budi Sari,2025,4.0,4.0,4.0,3.7,2.7,1.0,2.3,3.7,1.0,2.7,3.0,3.0,2.7,3.0,4.0,1.0,4.0,2.0,3.3,4.0,60,2.95,AI Engineering
250072,Fajar Puspita,2025,4.0,2.7,2.0,3.7,2.3,2.0,3.3,3.7,2.7,3.0,3.3,2.3,2.7,2.0,2.3,3.3,3.3,3.3,3.7,4.0,60,2.98,Cyber Security
250073,Tania Pohan,2025,1.0,1.0,2.7,2.7,3.7,2.0,3.7,2.3,3.7,3.7,3.7,3.3,3.7,4.0,2.3,2.3,1.0,4.0,2.0,3.0,60,2.79,AI Engineering
250074,Putu Sembiring,2025,2.3,3.3,3.0,1.0,3.0,3.3,4.0,3.7,4.0,3.3,3.0,3.0,4.0,2.3,2.0,1.0,1.0,3.3,1.0,3.7,60,2.76,RPL
250075,Taufik Hasibuan,2025,3.3,2.7,2.3,3.3,4.0,2.3,3.7,3.3,1.0,2.3,3.3,3.7,3.0,3.0,3.0,3.0,1.0,4.0,3.3,2.3,60,2.89,Cyber Security
250076,Dedi Santoso,2025,1.0,3.7,3.3,4.0,3.7,2.3,2.0,4.0,2.3,3.0,2.7,3.3,3.7,4.0,4.0,4.0,2.3,2.0,2.0,3.7,60,3.05,Cyber Security
250077,Rina Puspita,2025,2.0,2.7,4.0,2.3,1.0,2.3,2.0,2.0,2.0,2.0,3.3,3.7,1.0,3.0,3.0,3.3,4.0,2.0,2.7,4.0,60,2.61,AI Engineering
250078,Dewi Zulkarnain,2025,2.0,2.0,2.7,2.3,4.0,3.7,4.0,3.3,2.7,2.7,3.0,2.0,4.0,1.0,4.0,3.7,3.0,4.0,2.3,3.7,60,3.0,RPL
250079,Rosa Sembiring,2025,3.7,3.0,3.3,3.3,2.3,2.7,3.3,4.0,1.0,3.7,3.3,3.3,3.3,4.0,2.3,3.0,2.0,2.3,3.3,3.3,60,3.02,Cyber Security
250080,Gani Manurung,2025,3.3,2.0,1.0,2.3,4.0,1.0,2.0,2.7,2.0,3.3,3.7,3.0,3.0,3.0,3.3,3.3,3.0,2.3,3.3,3.3,60,2.74,AI Engineering
250081,Indah Sari,2025,2.3,2.7,2.7,2.0,3.0,3.3,4.0,3.0,3.3,2.7,3.3,2.7,3.0,4.0,3.0,4.0,2.0,3.0,3.7,3.7,60,3.07,RPL
250082,Hana Kurniawan,2025,4.0,2.7,4.0,2.3,4.0,2.7,4.0,1.0,2.3,1.0,3.3,3.7,4.0,3.7,2.7,2.3,2.0,2.7,4.0,3.3,60,2.99,AI Engineering
250083,Citra Utami,2025,2.3,4.0,1.0,4.0,4.0,1.0,3.0,3.3,2.3,2.7,3.3,3.0,2.7,3.3,3.3,4.0,3.7,3.0,2.0,4.0,60,3.0,AI Engineering
250084,Hendra Tanjung,2025,1.0,2.7,3.7,4.0,4.0,2.7,4.0,2.7,2.7,2.7,3.7,4.0,2.3,3.7,3.7,3.3,2.7,2.3,2.0,4.0,60,3.09,AI Engineering
250085,Hana Wijaya,2025,2.0,3.3,2.3,3.0,2.7,3.7,3.0,4.0,2.7,3.0,2.3,1.0,3.7,2.0,2.3,3.0,3.7,3.7,2.3,2.7,60,2.82,Cyber Security
250086,Andi Lubis,2025,3.7,2.3,3.7,4.0,3.7,3.0,3.0,2.7,3.7,3.7,1.0,4.0,3.3,4.0,2.0,2.0,2.0,3.7,2.7,1.0,60,2.96,RPL
250087,Agus Wijaya,2025,2.7,2.0,2.0,3.0,2.7,2.3,3.3,3.0,1.0,1.0,3.0,4.0,2.7,3.3,2.0,4.0,2.7,4.0,3.3,3.0,60,2.75,AI Engineering
250088,Maya Sari,2025,2.0,2.7,3.7,1.0,2.7,3.0,3.7,4.0,2.3,2.3,3.3,3.0,3.0,3.3,3.3,3.3,3.0,3.7,3.7,3.0,60,3.0,AI Engineering
250089,Zaki Sembiring,2025,2.7,3.3,2.7,2.0,3.0,3.7,3.3,4.0,4.0,3.0,2.7,3.0,3.7,1.0,2.0,3.0,2.3,3.7,2.0,2.7,60,2.89,RPL
250090,Gita Setiawan,2025,1.0,1.0,1.0,2.0,1.0,3.0,2.7,3.3,2.3,4.0,3.7,4.0,4.0,4.0,2.0,1.0,3.3,1.0,3.0,3.3,60,2.53,AI Engineering
250091,Ayu Situmorang,2025,3.0,2.7,2.7,1.0,3.0,1.0,3.7,1.0,1.0,2.7,3.3,4.0,3.0,3.7,1.0,2.0,2.3,3.0,2.0,1.0,60,2.35,RPL
250092,Putu Hidayat,2025,3.3,2.3,4.0,4.0,3.7,2.0,1.0,3.0,2.7,2.7,3.0,3.3,1.0,2.7,4.0,4.0,2.7,2.3,2.3,4.0,60,2.9,Cyber Security
250093,Siska Zulkarnain,2025,2.0,3.3,3.0,1.0,3.3,4.0,2.3,3.7,2.7,2.0,3.0,3.3,2.3,3.0,4.0,3.3,3.3,2.0,3.0,3.3,60,2.89,AI Engineering
250094,Aris Mulyono,2025,3.3,4.0,2.7,3.0,4.0,2.0,3.0,2.7,2.3,3.7,2.7,2.3,3.7,2.3,2.0,2.7,2.7,4.0,2.0,4.0,60,2.96,RPL
250095,Budi Barus,2025,2.7,3.0,4.0,3.0,2.3,4.0,2.7,3.0,3.0,3.7,3.3,1.0,2.7,1.0,3.3,3.3,2.0,3.3,4.0,1.0,60,2.81,Cyber Security
250096,Maya Lestari,2025,3.3,1.0,1.0,2.3,2.7,3.3,2.0,2.3,3.7,3.3,4.0,3.7,2.0,4.0,3.3,2.0,2.7,4.0,2.3,3.0,60,2.79,AI Engineering
250097,Gita Pasaribu,2025,2.7,1.0,4.0,4.0,2.0,4.0,1.0,3.7,3.7,2.3,3.7,3.7,3.0,4.0,2.7,2.3,2.3,3.3,3.3,3.7,60,3.02,AI Engineering
250098,Rina Situmorang,2025,4.0,1.0,2.7,3.3,3.3,3.7,3.0,4.0,4.0,3.7,3.0,2.0,4.0,4.0,2.0,3.0,3.3,4.0,2.3,3.0,60,3.17,RPL
250099,Hana Barus,2025,2.3,1.0,3.3,3.0,3.0,2.7,4.0,3.3,2.7,3.3,2.0,2.3,3.7,3.7,3.3,3.0,2.0,4.0,1.0,2.0,60,2.78,RPL
250100,Made Ramadhan,2025,2.3,2.0,3.3,3.7,2.0,3.7,3.7,2.7,1.0,4.0,3.7,3.0,3.0,3.7,1.0,2.7,3.7,2.0,1.0,3.7,60,2.8,AI Engineering
250101,Joko Kusuma,2025,2.0,2.0,3.3,2.3,2.3,3.7,2.7,4.0,4.0,3.7,3.7,4.0,2.0,4.0,3.3,1.0,2.0,4.0,2.0,3.0,60,2.95,AI Engineering
250102,Doni Al-Faris,2025,3.0,4.0,3.3,3.0,2.7,2.3,3.0,4.0,2.7,3.0,3.0,3.7,3.7,2.7,4.0,3.7,2.7,3.7,2.0,3.3,60,3.18,Cyber Security
250103,Citra Chaniago,2025,3.3,2.0,2.3,4.0,1.0,3.3,2.7,3.3,4.0,3.3,2.7,4.0,4.0,2.7,2.0,4.0,3.0,3.7,2.7,4.0,60,3.1,Cyber Security
250104,Fajar Puspita,2025,1.0,1.0,2.3,3.7,1.0,2.7,4.0,3.7,3.7,2.0,3.7,4.0,3.0,3.7,2.3,4.0,2.7,3.3,2.0,1.0,60,2.74,Cyber Security
250105,Andi Siahaan,2025,4.0,4.0,2.0,3.3,3.7,2.0,3.7,3.7,2.7,3.3,2.3,2.3,2.0,3.0,2.7,3.3,3.7,2.0,1.0,3.0,60,2.88,Cyber Security
250106,Nina Hardi,2025,2.3,3.3,3.0,2.7,3.0,3.0,2.3,3.7,3.7,3.0,3.0,3.3,3.0,3.7,3.0,1.0,2.3,2.0,2.3,4.0,60,2.88,AI Engineering
250107,Putu Aminah,2025,2.0,4.0,1.0,4.0,2.0,2.3,4.0,1.0,3.3,3.3,4.0,4.0,3.3,4.0,4.0,2.3,1.0,2.0,2.7,3.7,60,2.9,AI Engineering
250108,Farhan Zulkarnain,2025,2.0,2.7,1.0,3.0,1.0,3.0,3.3,3.0,2.0,3.7,4.0,4.0,4.0,3.0,3.3,1.0,3.3,2.7,2.3,4.0,60,2.81,AI Engineering
250109,Siti Kusuma,2025,2.0,2.3,2.0,3.0,3.7,3.0,2.3,4.0,2.0,2.7,2.7,3.7,4.0,1.0,4.0,4.0,3.3,3.7,3.0,4.0,60,3.02,Cyber Security
250110,Eko Chaniago,2025,3.3,4.0,1.0,3.3,1.0,2.7,2.3,4.0,3.0,3.3,2.0,1.0,3.7,1.0,2.7,3.0,3.7,2.3,3.7,2.7,60,2.69,Cyber Security
250111,Maya Kurniawan,2025,3.7,2.0,4.0,3.0,3.0,3.3,3.3,3.3,1.0,4.0,1.0,3.0,3.0,4.0,3.0,3.7,1.0,3.0,3.7,3.7,60,2.99,RPL
250112,Putri Utami,2025,1.0,2.0,2.7,3.7,2.7,3.3,3.3,3.3,1.0,1.0,2.7,2.0,4.0,3.0,3.3,3.3,2.0,2.3,2.0,3.3,60,2.59,Cyber Security
250113,Maya Lubis,2025,4.0,3.3,4.0,3.7,2.0,1.0,3.0,3.3,4.0,4.0,4.0,2.3,3.0,4.0,3.3,4.0,3.3,2.7,3.0,3.3,60,3.26,Cyber Security
250114,Doni Sitepu,2025,2.7,3.7,3.0,3.0,3.7,1.0,3.0,2.0,2.7,2.7,3.0,3.7,3.3,2.3,1.0,3.7,2.3,3.0,4.0,4.0,60,2.89,RPL
250115,Doni Pratama,2025,4.0,3.7,3.3,2.3,2.0,2.0,2.7,2.7,2.0,1.0,3.7,3.7,3.3,4.0,2.0,3.0,3.0,2.0,3.7,3.7,60,2.89,AI Engineering
250116,Nina Simanjuntak,2025,4.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,2.3,3.3,3.7,3.7,3.0,3.7,2.7,3.3,2.0,4.0,2.3,2.3,60,2.76,Cyber Security
250117,Tania Hasibuan,2025,1.0,3.3,2.7,3.0,4.0,2.7,3.7,2.7,3.0,4.0,1.0,3.0,3.3,2.7,2.7,3.3,4.0,3.0,1.0,3.0,60,2.85,RPL
250118,Bambang Mahendra,2025,1.0,4.0,2.0,2.0,2.7,2.3,3.7,2.3,2.0,3.7,3.3,3.3,2.0,3.3,2.3,2.3,1.0,3.0,3.0,4.0,60,2.66,AI Engineering
250119,Euis Kurniawan,2025,2.3,3.0,3.0,3.7,4.0,4.0,2.7,3.0,3.7,1.0,2.3,2.7,2.7,3.0,3.3,3.0,1.0,3.3,2.0,3.7,60,2.87,Cyber Security
250120,Ayu Hasibuan,2025,3.0,3.7,3.0,4.0,4.0,4.0,3.3,4.0,2.7,3.0,1.0,3.3,3.0,3.3,2.0,2.7,4.0,3.7,2.7,2.0,60,3.12,RPL
250121,Gita Pasaribu,2025,4.0,2.3,2.7,4.0,3.7,2.0,4.0,2.7,3.7,2.3,1.0,2.0,3.0,2.3,2.0,2.3,4.0,3.3,1.0,2.0,60,2.71,RPL
250122,Joko Harahap,2025,1.0,2.3,2.0,3.7,3.0,1.0,2.0,3.3,2.3,3.3,4.0,2.0,3.3,3.0,4.0,3.7,2.0,1.0,1.0,2.7,60,2.53,Cyber Security
250123,Gani Hardi,2025,4.0,3.0,2.7,2.7,1.0,1.0,3.7,3.0,1.0,2.7,3.3,3.7,2.3,4.0,3.7,3.7,2.7,3.7,3.0,3.7,60,2.93,AI Engineering
250124,Gita Saputra,2025,4.0,1.0,1.0,2.7,3.7,3.7,2.3,1.0,3.7,1.0,3.7,3.3,3.0,3.3,2.3,3.3,2.3,3.3,3.3,4.0,60,2.79,AI Engineering
250125,Budi Barus,2025,2.7,3.3,3.3,3.3,2.3,2.3,4.0,3.7,3.0,2.0,2.0,3.0,3.7,3.7,2.0,3.3,2.7,3.0,2.7,3.3,60,2.97,Cyber Security
250126,Budi Zulkarnain,2025,2.0,2.7,4.0,2.3,3.3,2.7,3.3,2.3,2.7,2.0,3.7,2.0,3.3,1.0,3.3,3.3,1.0,3.7,4.0,1.0,60,2.68,RPL
250127,Nyoman Hasibuan,2025,3.7,4.0,3.3,3.0,2.7,2.3,2.7,3.3,1.0,4.0,3.0,3.7,1.0,4.0,1.0,1.0,4.0,3.3,1.0,3.7,60,2.79,AI Engineering
250128,Ayu Mulyono,2025,3.0,3.0,3.7,3.7,4.0,2.0,1.0,3.7,1.0,2.0,2.7,2.7,3.3,2.7,3.7,3.7,1.0,1.0,3.0,2.7,60,2.68,Cyber Security
250129,Gita Sembiring,2025,2.3,2.0,2.3,2.7,3.3,1.0,3.0,4.0,3.3,4.0,4.0,2.3,4.0,3.0,1.0,3.7,2.3,3.7,1.0,3.7,60,2.83,RPL
250130,Siti Hidayat,2025,3.0,3.3,2.0,2.7,3.7,2.3,2.0,3.7,2.3,3.3,3.7,3.7,2.0,3.3,1.0,3.0,3.0,3.7,2.7,3.0,60,2.87,AI Engineering
250131,Gani Setiawan,2025,3.3,3.3,1.0,3.3,4.0,4.0,2.0,4.0,2.3,3.7,1.0,2.0,4.0,4.0,1.0,4.0,1.0,2.0,3.3,1.0,60,2.71,Cyber Security
250132,Andi Utami,2025,3.7,3.7,2.7,3.3,3.3,2.0,2.3,3.3,4.0,2.7,4.0,1.0,3.7,2.3,3.3,3.3,2.0,2.3,4.0,3.0,60,2.99,Cyber Security
250133,Joko Rahayu,2025,2.7,3.0,4.0,3.7,2.7,2.3,2.7,3.7,2.0,3.7,2.7,2.0,2.7,2.0,4.0,4.0,2.0,2.3,3.3,2.3,60,2.89,Cyber Security
250134,Farhan Hidayat,2025,2.0,2.3,1.0,2.3,1.0,2.7,1.0,2.0,4.0,2.3,4.0,4.0,3.7,3.7,1.0,4.0,3.0,4.0,2.7,4.0,60,2.74,AI Engineering
250135,Nyoman Siahaan,2025,2.7,2.3,1.0,3.3,3.3,2.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,2.3,3.7,4.0,2.7,3.0,2.7,60,2.75,Cyber Security
250136,Gita Sari,2025,3.7,2.7,3.0,2.7,3.7,3.0,3.7,2.0,3.3,2.0,4.0,3.7,2.7,4.0,3.7,2.7,2.3,3.7,3.0,3.7,60,3.17,AI Engineering
250137,Maya Siregar,2025,4.0,1.0,2.7,3.3,2.3,2.0,3.0,4.0,1.0,1.0,2.7,2.3,2.0,3.3,2.0,4.0,2.0,3.7,3.3,3.0,60,2.63,Cyber Security
250138,Putri Santoso,2025,3.3,3.3,2.0,3.3,3.3,3.7,3.3,2.3,2.0,2.7,2.3,3.0,3.7,3.3,2.7,2.3,1.0,4.0,2.0,3.0,60,2.83,RPL
250139,Budi Siahaan,2025,3.0,4.0,3.3,3.0,3.3,1.0,3.3,4.0,3.7,3.0,3.3,1.0,1.0,4.0,2.3,3.7,3.0,3.7,2.3,4.0,60,3.0,Cyber Security
250140,Euis Sari,2025,2.0,1.0,2.3,3.7,3.0,2.7,4.0,3.7,1.0,3.7,2.0,3.0,4.0,1.0,3.3,3.0,4.0,4.0,4.0,2.0,60,2.87,Cyber Security
250141,Aris Saputra,2025,2.0,2.0,3.3,1.0,4.0,2.3,3.7,1.0,2.3,2.0,3.0,4.0,3.0,3.0,3.7,2.7,3.3,4.0,3.0,3.7,60,2.85,RPL
250142,Doni Siahaan,2025,4.0,2.3,3.0,1.0,4.0,4.0,2.3,4.0,2.0,4.0,3.0,4.0,2.3,3.3,2.0,2.0,2.0,1.0,2.3,3.3,60,2.79,AI Engineering
250143,Aris Situmorang,2025,2.0,2.3,4.0,4.0,2.0,2.7,2.3,3.3,2.3,3.0,4.0,1.0,3.7,2.0,2.3,4.0,3.0,3.7,2.3,3.0,60,2.85,Cyber Security
250144,Hendra Utami,2025,2.0,2.3,3.7,3.0,1.0,2.3,2.7,4.0,3.7,4.0,1.0,4.0,2.0,4.0,3.7,3.0,2.0,3.3,2.7,3.3,60,2.89,Cyber Security
250145,Doni Wulandari,2025,2.3,2.3,3.0,3.3,3.0,2.3,3.7,1.0,1.0,2.3,3.0,2.0,3.7,3.3,3.7,2.3,3.3,4.0,2.3,4.0,60,2.79,RPL
250146,Indah Manurung,2025,2.7,2.7,3.3,3.7,4.0,2.3,3.3,4.0,2.7,3.3,3.3,4.0,2.0,3.7,1.0,3.3,3.0,2.0,3.3,3.7,60,3.06,AI Engineering
250147,Aris Puspita,2025,3.7,2.0,2.3,3.3,2.7,4.0,3.3,3.7,2.7,2.7,3.0,3.0,3.3,3.7,2.3,3.3,3.3,3.7,2.7,2.0,60,3.03,Cyber Security
250148,Fajar Wulandari,2025,3.0,1.0,2.0,2.7,1.0,1.0,3.3,3.0,2.0,4.0,3.3,3.3,2.0,3.0,2.3,2.3,1.0,3.3,2.0,3.3,60,2.44,AI Engineering
250149,Siska Zulkarnain,2025,4.0,1.0,3.0,3.7,2.3,1.0,3.3,3.7,2.0,2.0,3.7,2.7,4.0,1.0,2.0,3.7,4.0,1.0,3.7,1.0,60,2.64,Cyber Security
250150,Zaki Utami,2025,2.0,3.3,1.0,3.3,1.0,2.3,2.7,4.0,1.0,2.0,4.0,2.0,2.3,1.0,3.7,3.7,3.7,2.0,3.0,2.3,60,2.52,Cyber Security
250151,Tania Lestari,2025,4.0,3.0,4.0,2.3,3.0,1.0,3.7,3.3,3.0,3.0,2.0,3.3,3.7,3.7,3.7,2.7,3.0,3.3,2.3,1.0,60,2.95,RPL
250152,Lani Setiawan,2025,3.7,2.7,2.7,3.7,4.0,2.0,3.7,3.7,2.3,1.0,1.0,2.0,4.0,2.7,2.7,3.0,3.3,3.7,3.3,4.0,60,2.96,RPL
250153,Aris Hidayat,2025,3.7,1.0,3.3,3.3,2.0,2.0,3.3,2.0,3.0,4.0,3.7,3.0,4.0,4.0,2.0,3.3,2.3,2.7,3.3,3.0,60,2.94,AI Engineering
250154,Putri Simanjuntak,2025,2.7,4.0,3.0,3.3,3.3,2.7,3.7,4.0,3.7,1.0,1.0,1.0,3.7,2.7,4.0,3.3,2.0,3.0,3.0,3.0,60,2.91,RPL
250155,Putu Zulkarnain,2025,2.3,2.7,2.0,3.0,3.3,2.7,1.0,2.3,3.7,3.0,3.0,3.0,3.3,3.7,3.7,3.0,1.0,4.0,2.0,4.0,60,2.83,AI Engineering
250156,Tania Mahendra,2025,2.0,3.3,3.3,3.0,3.7,2.3,3.0,4.0,4.0,1.0,3.0,2.7,4.0,2.3,3.0,3.7,2.3,3.3,3.7,2.3,60,3.0,RPL
250157,Rosa Kurniawan,2025,4.0,2.0,1.0,2.0,3.7,3.0,3.3,2.0,4.0,2.7,2.0,2.3,3.7,4.0,3.7,1.0,3.0,3.0,2.7,3.7,60,2.84,RPL
250158,Hendra Hidayat,2025,2.0,3.3,2.3,4.0,1.0,2.7,4.0,3.3,2.7,3.0,2.3,3.7,3.0,2.7,1.0,3.3,1.0,3.3,4.0,2.7,60,2.77,Cyber Security
250159,Gita Ramadhan,2025,1.0,2.7,2.3,1.0,2.7,2.3,3.3,2.3,2.7,2.0,4.0,3.3,1.0,3.3,3.0,2.3,2.7,4.0,2.7,4.0,60,2.63,AI Engineering
250160,Laila Chaniago,2025,2.0,2.0,4.0,3.7,2.7,2.3,2.0,3.3,2.3,4.0,3.3,4.0,4.0,3.0,2.7,2.0,4.0,3.0,4.0,4.0,60,3.12,AI Engineering
250161,Dadan Al-Faris,2025,2.3,1.0,2.3,4.0,3.0,2.0,2.0,3.3,2.7,1.0,2.7,3.0,2.7,2.0,2.3,3.3,4.0,1.0,2.3,2.7,60,2.48,Cyber Security
250162,Tania Zulkarnain,2025,1.0,3.0,2.7,3.7,2.7,2.3,3.0,3.3,1.0,2.3,2.3,3.3,4.0,2.0,3.0,3.0,3.3,3.0,2.0,2.3,60,2.66,Cyber Security
250163,Maya Santoso,2025,1.0,2.7,2.7,3.0,2.7,2.7,2.7,3.7,3.0,3.7,4.0,3.0,2.0,2.7,1.0,3.0,2.7,3.0,2.3,2.0,60,2.68,Cyber Security
250164,Rosa Saputra,2025,1.0,1.0,3.3,3.0,4.0,4.0,4.0,3.7,2.7,2.0,2.3,3.0,3.0,1.0,1.0,2.0,3.7,3.3,3.7,1.0,60,2.64,RPL
250165,Iwan Hidayat,2025,2.0,2.7,3.7,3.3,3.0,4.0,3.0,3.3,1.0,2.0,3.3,2.3,3.7,3.3,2.7,2.7,2.0,3.7,2.3,2.3,60,2.82,RPL
250166,Rizky Mahendra,2025,2.3,3.3,2.3,3.0,2.0,2.3,3.7,2.3,2.3,1.0,4.0,3.0,3.0,4.0,3.3,2.0,2.7,2.3,2.3,3.7,60,2.74,AI Engineering
